"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length"
690,641712,"Hudson, Dakota",1448,47.7,0.309,0.166,0.295,0.475,0.391,0.413,0.326,56,181,92,5.2,2066,90.2,90.55,22,303,387,0.3999999999999915,6.33,112,148,119,148,301,330,301,"-8.9","8.9",70.72149219005223,"6.931458735"
291,607536,"Freeland, Kyle",551,52.8,0.313,0.157,0.329,0.47,0.364,0.313,0.268,26,83,88.2,10.2,2320,91.9,92.72,12,143,148,0.7999999999999972,6.68,109,150,122,146,303,332,299,"-3.7","3.7",69.96110817848016,"6.83149087"
710,650911,"Sánchez, Cristopher",1481,47.9,0.35,0.1,0.369,0.45,0.382,0.404,0.362,56,160,91.2,0.3,2134,94.4,95.31,30,337,373,0.8999999999999915,6.9,106,149,114,147,298,322,288,"-3","3",70.2545401064799,"6.859465519"
251,519008,"McFarland, T.J.",511,49.1,0.26,0.082,0.279,0.342,0.276,0.232,0.215,19,73,87.6,-7.3,1966,87.8,86.29,12,131,120,-1.5,5.45,109,146,113,148,296,317,295,"6.2","-6.2",66.91818054975681,"6.674296147"
618,596295,"Gomber, Austin",1493,41.4,0.306,0.224,0.312,0.53,0.387,0.39,0.302,41,134,92.3,14.6,2187,90.4,91.27,24,254,364,0.8999999999999915,6.74,110,151,123,147,304,330,298,"-2.2","2.2",70.81060765115257,"7.02990871"
677,681857,"Olson, Reese",1548,43.7,0.277,0.107,0.307,0.384,0.307,0.324,0.283,49,177,91,7.8,2171,94.2,93.42,29,306,371,-0.7999999999999972,5.89,113,148,117,147,296,328,297,"3.2","-3.2",70.18629990403281,"6.969511131"
261,641755,"Kinley, Tyler",684,38.2,0.396,0.17,0.388,0.566,0.467,0.491,0.398,21,53,92.3,21.8,2364,95.8,95.06,11,112,149,-0.7000000000000028,5.55,111,148,120,148,304,332,302,"-6.4","6.4",69.29648418501698,"7.1212776"
403,663546,"Hjelle, Sean",619,65.1,0.284,0.095,0.313,0.379,0.297,0.291,0.267,27,95,84.8,-1.5,2227,94.3,94.9,17,174,229,0.6000000000000085,6.64,111,147,117,149,295,321,294,"5.2","-5.2",67.24853390610107,"6.60686179"
450,592836,"Walker, Taijuan",850,52.9,0.305,0.263,0.349,0.568,0.424,0.409,0.289,29,95,94.3,17.8,2042,90.2,89.57,16,155,295,-0.6000000000000085,5.91,110,148,114,148,296,325,296,"-10.7","10.7",71.2880196835935,"7.052718951"
260,663567,"Lambert, Peter",611,42.6,0.268,0.179,0.271,0.446,0.359,0.36,0.273,15,56,88,19.2,2237,94.4,94.94,12,117,143,0.5,6.48,112,148,120,148,301,328,300,"-2.9","2.9",69.48768309735087,"6.726672959"
683,663474,"McKenzie, Triston",1304,52.4,0.303,0.348,0.263,0.652,0.463,0.467,0.31,47,155,92.4,20.6,2229,91.1,92.02,30,292,391,0.9000000000000057,6.83,111,149,122,149,296,318,298,"-16.3","16.3",70.59587544179212,"7.072912374"
502,543294,"Hendricks, Kyle",1040,48.3,0.385,0.231,0.384,0.615,0.451,0.416,0.346,45,117,88.1,13.7,2012,87.8,86.92,23,222,280,-0.8999999999999915,5.65,111,150,115,151,301,323,294,"-16.9","16.9",70.22807647603697,"6.800497839"
810,663903,"Singer, Brady",1563,51.8,0.282,0.153,0.317,0.435,0.345,0.372,0.301,50,177,89.1,3.1,2264,92,93.44,35,322,488,1.4000000000000057,7.03,112,147,118,149,296,324,295,"0.8","-0.8",69.56131784973759,"6.753904187"
362,674072,"Henry, Tommy",706,51.3,0.308,0.321,0.286,0.628,0.43,0.401,0.282,24,78,91.3,16.4,2130,90,90.74,19,173,189,0.7000000000000028,6.72,110,149,118,146,303,320,295,"-7.1","7.1",71.2858985651662,"7.006257733"
544,678394,"Bello, Brayan",1328,41,0.35,0.161,0.4,0.511,0.411,0.35,0.281,48,137,90.5,0,2027,95.8,95.86,27,243,301,0.10000000000000853,6.37,110,150,115,146,288,320,296,"-7","7",69.27639764694787,"6.679936238"
353,665622,"Medina, Luis",626,56.4,0.267,0.147,0.265,0.413,0.344,0.37,0.278,20,75,90.2,16.1,2377,95.8,95.76,19,169,184,0,6.31,109,146,118,149,304,321,298,"-1.2","1.2",70.79203626735641,"6.884968742"
228,643410,"Leiter Jr., Mark",503,45.3,0.304,0.071,0.34,0.375,0.357,0.391,0.307,17,56,89.5,12.4,2008,90.5,91.26,12,107,121,0.7999999999999972,6.67,112,148,112,151,296,323,296,"-0.2","0.2",69.02383974215208,"6.799596735"
517,666200,"Luzardo, Jesús",1083,47.7,0.298,0.202,0.28,0.5,0.383,0.412,0.32,34,114,91.4,20.8,2194,95.1,93.71,27,238,279,-1.3999999999999915,5.71,106,149,116,146,298,321,293,"-2.9","2.9",69.789738275256,"6.891288085"
426,664350,"Sánchez, Sixto",621,68.6,0.348,0.196,0.362,0.543,0.418,0.402,0.313,32,92,90.9,13.2,2205,88.7,88.16,22,194,232,-0.5,6.01,110,148,114,147,296,317,292,"-10.3","10.3",69.34423588463895,"6.977076149"
288,668941,"Romero, JoJo",585,49.2,0.27,0.063,0.288,0.333,0.296,0.377,0.331,17,63,91.1,3.7,2132,94,92.52,14,123,165,-1.5,5.45,109,149,111,147,305,321,300,"3.5","-3.5",69.90137053695005,"6.763895315"
520,657612,"Hill, Tim",553,94,0.333,0.056,0.364,0.389,0.339,0.294,0.273,48,144,87.5,-5.4,2135,89.3,89.93,30,260,260,0.6000000000000085,6.9,109,149,116,150,293,322,293,"-8.8","8.8",68.62920597770473,"6.710518107"
327,571948,"Milner, Hoby",634,51.6,0.315,0.124,0.388,0.438,0.338,0.307,0.285,28,89,85.4,4.6,1965,88.3,88.84,18,157,170,0.5,6.79,110,149,119,147,297,320,300,"-3.6","3.6",67.92018196545355,"6.534829357"
474,570632,"Ureña, José",1043,45.4,0.234,0.097,0.245,0.331,0.282,0.338,0.285,29,124,93.3,5,2164,95.8,95.66,25,218,256,-0.09999999999999432,6.29,113,150,119,149,301,325,297,"4.4","-4.4",70.78129694332948,"7.10253901"
661,608379,"Wacha, Michael",1333,49.6,0.272,0.116,0.301,0.387,0.336,0.361,0.294,47,173,88.7,13.6,2096,92.5,93.36,39,334,327,0.9000000000000057,6.74,113,149,118,149,298,322,293,"-3.4","3.4",69.71259745138028,"6.813472185"
322,593576,"Neris, Héctor",576,55.9,0.295,0.262,0.357,0.557,0.424,0.426,0.287,18,61,91.4,14.7,2386,92.9,92.55,18,154,168,-0.4000000000000057,6.19,113,149,114,151,299,324,296,"-2","2",69.76335369019131,"7.019464965"
551,621389,"Blach, Ty",870,63.3,0.34,0.208,0.343,0.547,0.392,0.391,0.328,54,159,89,14.1,2088,88,86.58,34,286,265,-1.4000000000000057,5.19,110,149,122,147,304,333,301,"-5.8","5.8",69.00004456049327,"6.816352647"
302,693821,"Elder, Bryce",517,58.4,0.346,0.128,0.373,0.474,0.394,0.37,0.308,27,78,90.8,8.4,2031,90.1,89.48,16,133,169,-0.5999999999999943,5.96,112,150,120,149,298,324,299,"-4.7","4.7",70.2229300226641,"7.019126279"
296,571927,"Matz, Steven",501,59.1,0.245,0.113,0.267,0.358,0.298,0.35,0.295,13,53,86.8,12.7,2193,93.9,94.04,17,140,156,0.09999999999999432,6.47,108,150,114,146,307,321,297,"3","-3",67.85195220300866,"6.363200811"
607,677960,"Weathers, Ryan",1160,52.3,0.286,0.12,0.294,0.406,0.342,0.389,0.315,38,133,91,9,2307,95.6,94.43,36,295,312,-1.1999999999999886,5.82,107,150,118,147,301,317,292,"3.9","-3.9",69.02084020878397,"6.708823004"
277,608334,"Fulmer, Carson",655,42.3,0.236,0.109,0.295,0.345,0.331,0.37,0.252,13,55,93.2,12.2,2279,93.1,93.06,14,115,162,0,6.4,110,149,119,148,303,326,299,"0","0",69.40220276089653,"6.842429808"
519,471911,"Carrasco, Carlos",1185,43.8,0.331,0.274,0.315,0.605,0.429,0.429,0.338,41,124,90.7,12,2148,91.4,91.91,29,237,282,0.5,6.58,112,149,120,148,296,317,298,"-13.7","13.7",70.17388885127129,"6.957127767"
303,666745,"Brito, Jhony",599,50.6,0.306,0.129,0.324,0.435,0.337,0.336,0.287,26,85,89.3,9.9,2132,96.3,96.18,18,147,156,-0.09999999999999432,6.29,114,150,119,150,297,326,293,"-3","3",70.07334502058245,"6.867303643"
382,571670,"Floro, Dylan",604,63.2,0.21,0.038,0.275,0.248,0.233,0.277,0.234,22,105,87.7,8.2,2100,90,90.42,19,155,227,0.4000000000000057,6.55,109,148,117,146,301,323,294,"8.9","-8.9",67.92597489534714,"6.625439571"
1005,571578,"Corbin, Patrick",1608,62.5,0.312,0.226,0.326,0.538,0.387,0.404,0.336,83,266,92.8,9.1,2136,89.7,90.45,59,481,524,0.7999999999999972,6.78,108,149,117,144,302,324,297,"-15.7","15.7",70.82006840258204,"7.076161773"
362,672582,"Zerpa, Angel",570,63.5,0.279,0,0.387,0.279,0.285,0.293,0.256,24,86,91.3,-3.4,2058,95.7,94.45,19,155,207,-1.2000000000000028,5.55,110,148,118,148,299,323,294,"-0.6","0.6",66.88240805820057,"6.400213986"
293,683627,"Molina, Anthony",590,49.7,0.344,0.156,0.385,0.5,0.413,0.401,0.319,22,64,94.4,8.8,2106,94.5,94.57,15,121,172,0.09999999999999432,6.23,114,148,123,148,302,329,299,"-5.8","5.8",69.47578000512294,"6.897439375"
